cliente_id,data_compra,valor
62,2025-09-13,318.92
62,2025-08-06,412.41
62,2025-08-03,259.91
63,2025-12-01,155.18
63,2025-11-08,479.79
63,2025-11-01,417.59
63,2025-05-23,551.1
63,2025-04-26,239.06
64,2026-05-06,231.06
64,2026-04-26,430.39
64,2025-11-17,274.74
64,2025-08-17,611.69
64,2025-04-09,206.63
64,2025-03-15,218.96
64,2025-03-01,194.93
64,2025-01-19,472.61
64,2024-12-23,351.24
65,2025-03-23,146.37
65,2025-03-15,113.31
65,2025-03-13,75.86
65,2025-03-10,222.99
66,2026-04-18,524.65
66,2026-03-19,167.03
66,2026-03-16,325.31
66,2026-03-03,476.54
66,2026-02-28,81.07
67,2025-01-06,273.48
67,2024-12-30,172.53
67,2024-12-24,379.95
67,2024-12-20,193.07
68,2026-06-05,578.02
68,2026-06-04,229.98
68,2026-05-22,617.56
68,2026-05-11,1208.49
68,2026-04-23,282.5
68,2026-04-19,842.94
68,2026-04-07,1315.53
68,2026-03-16,438.27
68,2026-01-06,393.86
68,2025-12-11,301.54
68,2025-11-20,73.8
68,2025-11-13,536.92
68,2025-11-11,686.17
68,2025-10-29,309.35
69,2026-01-26,175.4
69,2025-09-25,156.98
69,2025-04-19,104.73
70,2026-04-26,512.51
70,2026-04-20,403.32
70,2026-04-07,387.97
70,2026-04-05,443.99
70,2026-04-04,228.46
70,2026-04-03,239.61
70,2026-03-23,787.08
71,2026-03-09,299.77
71,2026-03-02,535.97
71,2026-01-29,238.12
71,2026-01-05,192.28
71,2025-12-25,612.61
71,2025-12-16,465.56
72,2026-05-22,427.37
72,2025-09-27,490.75
72,2025-05-21,306.55
72,2025-05-13,433.21
72,2025-05-01,177.57
72,2025-04-28,222.18
72,2025-04-23,142.05
72,2025-03-25,163.09
72,2024-10-21,972.37
72,2024-10-09,115.86
73,2026-03-16,141.29
73,2026-02-14,372.46
73,2025-12-16,143.6
73,2025-09-18,356.85
73,2025-08-22,144.33
74,2025-03-05,115.56
75,2026-03-21,408.11
75,2026-01-17,233.39
75,2025-12-04,387.59
75,2025-10-29,652.14
75,2025-08-18,378.34
75,2025-07-01,122.92
75,2025-05-08,370.53
75,2025-05-01,461.64
75,2025-04-24,637.98
76,2025-11-10,207.82
76,2025-10-26,56.69
77,2025-10-07,82.01
77,2025-09-11,140.54
77,2025-08-26,179.45
78,2026-03-11,164.75
78,2026-03-05,244.57
79,2026-05-21,418.36
79,2025-08-03,117.5
80,2026-05-05,133.72
80,2026-04-27,858.82
80,2026-01-14,164.04
80,2025-12-27,424.24
80,2025-12-04,700.84
80,2025-12-04,386.25
80,2025-11-26,1258.59
80,2025-10-28,685.01
80,2025-10-20,833.9
80,2025-10-02,687.75
81,2026-05-14,395.16
81,2025-09-07,470.49
81,2025-05-10,544.99
82,2026-01-19,177.2
82,2025-11-19,104.5
82,2025-04-09,117.82
82,2025-02-18,242.96
83,2026-05-04,297.08
83,2026-05-01,255.6
83,2026-04-26,176.08
83,2026-04-08,67.76
83,2026-03-28,261.61
83,2026-03-13,100.59
83,2026-02-10,347.06
83,2026-01-25,500.1
84,2026-05-29,243.78
84,2026-05-04,209.83
84,2026-01-16,346.17
84,2025-12-20,663.65
84,2025-07-29,620.61
84,2025-07-24,830.43
84,2025-05-24,390.76
84,2025-03-16,448.93
84,2025-02-15,434.3
84,2024-11-02,582.49
84,2024-11-01,492.43
84,2024-10-26,765.16
84,2024-09-27,292.12
85,2026-04-01,302.5
85,2026-03-25,128.1
86,2026-05-02,224.75
86,2026-03-27,247.32
86,2026-02-02,412.63
86,2026-01-19,496.06
86,2025-09-30,516.64
86,2025-05-01,341.26
86,2025-03-19,274.74
87,2026-04-12,171.47
87,2025-11-13,177.4
87,2025-09-26,261.48
87,2025-09-24,189.5
87,2025-08-02,203.75
87,2025-07-07,143.7
87,2025-05-21,260.78
87,2025-04-23,237.35
87,2025-04-22,656.79
87,2025-04-18,488.21
87,2025-03-17,283.45
87,2025-02-21,1017.97
88,2025-11-21,279.57
88,2025-03-26,314.09
88,2025-03-09,325.11
88,2024-12-23,393.33
88,2024-12-22,222.57
89,2025-10-26,287.93
89,2025-10-04,484.84
89,2025-09-28,146.02
89,2025-09-07,94.36
89,2025-09-01,590.34
89,2025-08-14,345.91
89,2025-07-15,488.08
89,2025-06-26,197.43
89,2025-05-28,357.43
89,2025-03-23,164.83
89,2025-03-22,495.7
89,2025-03-13,293.66
90,2026-05-07,161.78
90,2026-03-10,196.07
90,2026-02-11,620.92
90,2025-11-14,183.55
90,2025-10-08,640.18
90,2025-10-02,571.37
90,2025-08-31,612.01
90,2025-07-28,404.39
90,2025-07-04,326.24
90,2025-07-04,316.8
90,2025-05-26,385.37
90,2025-05-03,564.88
90,2025-03-06,242.18
91,2026-03-15,469.55
91,2026-03-09,157.95
91,2025-11-25,175.26
91,2025-09-05,493.56
91,2025-07-31,224.27
91,2025-04-09,140.58
91,2024-11-07,362.33
92,2026-04-16,276.41
92,2026-04-13,253.4
92,2026-04-06,693.41
92,2025-11-19,503.26
92,2025-11-14,86.24
92,2025-10-14,356.03
92,2025-09-17,168.7
93,2026-03-09,43.72
93,2024-11-10,210.48
94,2025-11-05,413.64
95,2026-03-29,138.15
95,2025-05-18,126.37
95,2025-04-22,295.1
95,2024-12-21,383.17
95,2024-11-14,249.54
96,2025-12-11,294.66
96,2025-07-25,273.82
96,2025-05-23,357.16
96,2025-04-28,166.83
97,2025-09-30,166.68
97,2025-08-24,205.47
97,2025-07-21,443.19
97,2025-07-09,75.66
97,2025-05-30,189.02
97,2025-04-24,244.55
97,2025-04-13,543.54
98,2025-12-25,391.38
98,2025-09-15,307.05
98,2025-06-29,222.62
98,2025-04-14,598.36
98,2025-03-16,156.55
98,2025-02-18,367.78
99,2025-12-08,350.86
99,2025-12-04,269.64
99,2025-11-25,235.04
99,2025-11-14,428.38
99,2025-10-30,481.43
100,2025-06-12,223.58
101,2026-01-01,213.72
101,2025-11-23,119.97
101,2025-11-16,71.48
101,2025-11-04,507.33
101,2025-10-11,95.9
101,2025-10-02,449.53
102,2026-01-05,138.73
102,2025-12-15,125.95
102,2025-11-25,369.38
102,2025-11-11,541.41
103,2026-06-06,814.78
103,2026-05-29,179.82
103,2026-05-16,501.05
103,2026-05-08,142.47
103,2026-04-06,372.11
103,2026-03-31,366.04
103,2026-03-27,672.7
103,2026-03-12,326.94
103,2026-02-13,485.52
103,2026-02-11,581.28
103,2025-12-27,740.3
103,2025-11-13,1008.86
104,2025-07-04,472.81
104,2025-03-24,592.97
105,2026-04-25,159.4
105,2026-04-22,203.42
105,2026-04-11,256.11
105,2026-03-26,306.25
105,2026-01-20,311.07
105,2025-12-31,565.95
105,2025-12-15,206.54
105,2025-12-01,116.92
105,2025-11-28,497.78
105,2025-11-23,231.92
105,2025-10-15,30.65
106,2026-04-20,284.2
106,2025-12-17,294.03
106,2025-12-10,439.2
106,2025-12-09,57.24
106,2025-08-29,398.41
106,2025-08-15,173.64
107,2026-04-18,141.45
107,2026-01-04,483.94
107,2025-11-21,141.74
107,2025-10-31,193.78
107,2025-09-22,604.43
108,2026-03-22,1115.79
108,2025-10-06,988.35
108,2025-09-14,285.85
108,2025-09-06,181.26
108,2025-08-26,312.02
108,2025-08-16,322.88
108,2025-05-19,938.54
109,2026-02-13,224.54
109,2026-02-12,332.52
109,2025-09-04,428.81
109,2025-07-05,233.06
109,2025-06-07,90.71
110,2026-04-25,237.3
110,2026-04-08,113.82
110,2025-11-04,148.8
110,2025-03-25,58.61
111,2026-03-16,248.59
112,2026-01-30,457.88
112,2026-01-16,78.45
112,2026-01-06,260.93
112,2025-12-16,107.65
112,2025-12-13,265.61
112,2025-10-12,139.72
113,2026-06-01,323.17
113,2026-05-19,107.46
113,2026-05-16,115.18
113,2025-05-03,249.33
113,2025-04-12,131.75
114,2025-03-13,388.43
114,2025-03-02,60.3
114,2025-02-19,175.16
115,2025-12-23,268.76
115,2025-12-14,189.23
115,2025-11-19,205.73
115,2025-11-17,109.48
116,2026-04-29,439.27
116,2026-04-28,137.23
116,2026-04-03,479.25
116,2026-04-01,768.56
116,2026-03-22,57.13
116,2026-03-20,355.85
116,2026-03-03,565.79
116,2026-02-24,389.39
116,2026-02-18,513.33
116,2026-02-14,198.89
117,2026-03-22,351.62
117,2026-02-14,428.76
117,2026-01-18,191.18
118,2026-02-15,423.02
118,2025-11-17,188.49
118,2025-09-16,148.78
119,2026-03-02,240.23
119,2025-11-21,102.98
119,2025-10-16,306.61
119,2025-04-24,258.1
119,2024-11-18,270.04
119,2024-11-14,150.09
119,2024-10-13,223.93
120,2026-05-20,126.56
120,2026-01-16,289.56
120,2025-09-23,134.45
120,2025-08-21,252.44
121,2026-06-06,254.55
121,2026-03-17,380.6
121,2026-02-24,282.42
121,2025-12-03,701.97
121,2025-11-29,375.04
122,2025-12-07,376.58
123,2026-04-16,78.7
123,2026-04-13,268.35
123,2026-04-11,360.2
123,2026-04-11,179.4
123,2026-04-10,110.41
123,2026-04-10,108.82
123,2026-04-10,307.76
123,2026-04-07,739.21
123,2026-04-03,419.22
123,2026-04-03,483.43
123,2026-04-02,362.37
123,2026-03-31,620.76
124,2025-11-11,381.1
125,2026-04-22,342.29
125,2026-04-03,860.1
125,2026-03-30,534.03
125,2026-03-22,557.24
125,2026-03-10,431.68
125,2026-03-04,501.08
125,2026-02-24,860.93
125,2026-01-29,278.72
125,2026-01-12,280.62
125,2025-11-26,324.23
125,2025-11-26,610.01
125,2025-11-23,403.09
125,2025-11-21,547.49
125,2025-09-11,534.6
125,2025-09-10,799.86
125,2025-08-09,828.83
125,2025-07-30,1366.81
125,2025-06-30,474.08
125,2025-05-02,436.19
126,2026-05-04,426.15
126,2026-05-01,156.2
126,2026-04-29,428.08
126,2026-04-28,327.93
126,2026-04-26,308.01
126,2026-04-25,118.88
126,2026-04-22,491.0
126,2026-04-19,427.12
126,2026-04-13,282.11
126,2026-04-10,139.47
127,2026-01-06,374.78
127,2025-12-25,275.67
128,2026-04-11,205.31
128,2026-04-06,447.51
128,2026-02-15,176.25
128,2025-10-27,372.32
128,2025-05-19,596.48
128,2025-05-09,121.89
129,2025-10-13,164.7
129,2025-09-15,162.81
129,2025-04-29,227.89
129,2024-12-05,380.68
129,2024-10-25,84.21
130,2026-03-06,147.93
130,2025-10-25,85.77
130,2025-08-05,232.59
130,2025-05-14,190.93
131,2026-05-11,345.18
131,2026-05-07,186.5
131,2026-04-12,528.17
131,2026-04-03,500.38
131,2026-02-28,322.38
131,2026-01-27,97.35
131,2026-01-17,330.24
132,2025-04-19,103.58
133,2025-01-26,214.12
133,2024-12-22,102.99
133,2024-12-05,131.41
133,2024-09-05,290.24
134,2025-12-25,543.62
134,2025-11-13,382.87
134,2025-06-23,435.21
135,2026-01-29,275.84
135,2025-12-18,284.87
135,2025-11-20,101.09
135,2025-09-10,119.51
135,2025-07-20,251.79
135,2025-07-05,557.56
136,2026-01-17,318.8
136,2025-09-19,165.17
136,2025-06-18,422.59
136,2025-06-09,143.79
137,2026-04-11,412.14
137,2026-03-27,238.33
138,2026-03-13,403.44
138,2026-03-04,176.68
138,2025-10-15,334.02
138,2025-05-27,205.77
139,2026-01-04,116.83
139,2025-07-03,234.16
139,2025-06-14,180.87
139,2025-04-24,94.87
140,2026-03-14,426.01
140,2026-02-25,308.45
140,2026-02-19,142.01
140,2026-02-10,258.93
140,2026-02-03,323.45
140,2026-01-24,39.26
140,2026-01-09,311.99
141,2026-06-06,682.78
141,2026-05-15,272.32
141,2026-05-15,192.41
141,2026-05-04,281.29
141,2026-05-02,437.73
141,2026-05-01,420.67
141,2026-04-30,129.76
141,2026-04-18,380.7
141,2026-04-18,434.58
141,2026-04-13,582.19
141,2026-04-09,253.82
142,2026-04-28,556.78
142,2026-04-28,333.53
142,2026-04-27,234.03
142,2026-04-22,360.58
142,2026-04-22,79.1
142,2026-04-13,223.26
143,2026-02-01,165.67
143,2025-11-03,409.26
144,2026-03-30,398.14
144,2026-03-29,430.2
144,2026-03-06,185.94
144,2026-02-11,192.21
144,2026-02-08,857.69
144,2026-02-03,369.01
144,2026-01-18,163.94
145,2026-02-06,682.81
145,2026-01-08,274.53
145,2025-12-22,549.53
145,2025-04-07,359.13
146,2026-04-18,128.28
146,2026-04-13,819.43
146,2026-02-17,373.96
146,2026-01-27,402.33
146,2026-01-09,407.31
146,2025-12-19,451.52
146,2025-10-01,428.1
146,2025-09-12,181.36
146,2025-05-31,940.57
146,2025-03-29,308.9
146,2024-11-28,328.87
147,2025-08-25,191.0
147,2025-06-23,94.79
147,2025-01-21,315.48
148,2026-06-02,199.74
148,2026-05-24,156.84
148,2026-05-21,137.59
148,2026-05-20,506.23
148,2026-05-05,420.33
148,2026-05-01,482.52
148,2026-04-27,1119.79
148,2026-04-24,407.15
148,2026-04-20,209.12
148,2026-04-11,435.55
149,2026-04-13,295.39
149,2026-02-24,393.1
150,2025-11-30,234.85
150,2025-11-29,334.94
150,2025-11-28,205.63
150,2025-10-14,464.92
150,2025-08-21,254.9
150,2025-08-18,387.65
150,2025-08-16,86.33
150,2025-07-18,43.9
151,2026-01-15,380.08
151,2025-10-31,365.22
151,2025-09-25,225.96
151,2025-09-07,159.05
151,2025-09-05,361.16
152,2026-05-20,371.22
152,2026-05-12,228.51
152,2026-05-01,189.88
153,2026-05-07,339.44
154,2026-04-24,285.8
154,2025-07-30,93.38
154,2025-03-18,272.14
155,2026-05-12,518.98
155,2026-05-12,395.06
155,2026-05-08,320.94
155,2026-05-06,256.83
155,2026-04-17,298.59
155,2026-04-11,479.59
155,2026-04-07,856.8
155,2026-04-06,307.08
155,2026-03-03,450.52
156,2026-02-02,82.3
156,2026-01-08,154.44
156,2025-11-19,250.03
156,2025-10-31,123.91
156,2025-08-31,182.37
156,2025-08-26,274.09
156,2025-07-01,191.48
156,2025-05-22,159.79
157,2026-04-27,123.7
157,2025-11-28,337.9
157,2025-09-28,208.6
157,2025-06-26,64.1
157,2025-06-03,80.94
158,2025-08-06,808.93
158,2025-07-11,105.91
158,2025-07-10,136.32
158,2025-05-04,251.36
158,2025-02-23,251.51
159,2025-06-30,96.08
159,2025-04-20,358.23
159,2025-04-10,270.04
159,2025-01-05,504.58
159,2024-12-28,202.61
159,2024-12-23,50.31
160,2026-02-23,231.07
160,2026-02-21,285.74
160,2026-01-19,318.27
160,2026-01-19,617.41
161,2026-04-14,130.86
161,2025-12-29,567.25
161,2025-06-05,583.55
161,2025-04-14,327.79
162,2026-03-04,133.63
162,2025-07-07,269.87
162,2024-11-19,491.95
162,2024-09-27,327.2
163,2025-04-17,157.32
163,2024-12-15,112.83
164,2025-03-26,50.32
165,2026-02-12,151.29
165,2025-08-19,153.17
165,2025-06-25,120.17
166,2025-12-22,389.01
166,2025-11-01,616.59
167,2026-03-12,242.33
167,2026-02-22,503.7
167,2025-06-08,231.07
167,2025-03-13,121.34
168,2026-04-10,244.3
168,2026-01-30,470.19
168,2026-01-28,348.05
168,2025-12-22,383.1
168,2025-11-28,418.76
168,2025-11-10,254.94
168,2025-11-08,594.46
168,2025-11-08,330.48
168,2025-11-08,261.86
168,2025-09-13,150.4
168,2025-05-23,281.88
168,2025-01-17,385.74
169,2026-04-01,258.47
169,2026-03-17,77.69
169,2026-03-16,454.34
169,2026-03-15,274.45
169,2026-03-14,217.02
169,2026-03-10,115.93
169,2026-02-20,498.62
169,2026-02-17,209.8
169,2026-02-15,603.54
170,2025-02-02,86.67
170,2025-01-21,358.97
170,2024-12-06,399.13
171,2026-04-09,230.4
171,2026-03-28,486.33
171,2026-02-09,462.4
171,2026-02-03,38.51
171,2025-12-07,298.44
172,2026-05-16,400.19
172,2026-05-10,103.99
172,2026-04-26,230.68
172,2026-04-22,218.38
172,2026-04-17,720.03
172,2026-04-07,312.95
172,2026-03-22,247.4
172,2026-03-14,154.86
173,2025-12-22,459.81
173,2025-09-05,133.68
173,2025-09-03,532.34
174,2025-10-25,208.46
174,2025-09-30,497.72
174,2025-02-09,216.29
175,2026-04-07,294.22
175,2026-03-02,230.12
176,2026-06-18,350.84
176,2026-06-01,330.88
176,2026-04-18,598.33
176,2026-02-24,238.69
177,2026-04-02,635.9
177,2026-04-02,273.54
177,2026-03-07,499.04
177,2026-03-07,313.69
177,2026-03-04,307.12
177,2026-03-01,104.85
178,2025-12-29,280.1
178,2025-11-14,251.03
179,2025-10-17,273.56
179,2025-05-16,267.51
179,2025-04-07,73.85
179,2025-01-25,234.05
179,2024-10-29,78.32
179,2024-10-26,121.14
180,2026-04-01,273.23
180,2026-03-23,339.95
180,2026-03-20,189.12
180,2026-02-17,762.78
180,2026-02-02,158.76
180,2026-01-26,363.44
180,2026-01-23,306.29
180,2026-01-04,86.45
181,2026-06-01,95.02
181,2026-05-31,225.12
181,2026-05-20,172.54
182,2026-01-28,162.99
182,2026-01-26,157.74
182,2025-11-16,334.04
182,2025-10-28,87.07
182,2025-08-31,453.45
183,2026-02-21,236.05
183,2026-01-04,397.97
183,2025-12-16,192.16
183,2025-11-28,392.67
183,2025-11-12,470.34
183,2025-11-01,301.78
184,2026-05-01,660.59
184,2026-04-14,221.26
184,2026-01-09,264.14
184,2026-01-08,974.98
184,2025-12-22,659.4
184,2025-12-13,612.85
184,2025-11-02,589.4
184,2025-09-23,359.37
184,2025-07-20,550.9
184,2025-04-24,262.47
184,2025-04-13,335.26
184,2025-04-09,242.03
184,2025-02-05,835.12
184,2025-01-28,505.8
185,2025-08-16,415.83
185,2025-07-11,121.82
185,2025-04-18,271.03
185,2025-04-01,273.3
185,2025-02-16,517.65
186,2026-03-21,263.76
186,2026-03-20,130.57
186,2026-03-15,52.75
186,2026-03-11,372.31
186,2026-02-15,542.35
187,2026-04-20,237.24
187,2025-12-16,502.82
187,2025-12-06,242.46
187,2025-09-21,318.17
187,2025-09-13,342.38
187,2025-08-26,260.45
187,2025-03-24,997.15
187,2025-03-02,30.21
187,2025-01-31,1048.2
187,2024-10-12,184.09
187,2024-09-10,210.06
188,2026-04-27,103.32
188,2026-02-12,430.66
188,2026-02-09,284.4
188,2026-01-26,241.78
188,2025-08-11,390.1
188,2025-07-25,428.4
189,2026-02-18,120.68
189,2025-09-18,343.93
190,2026-04-22,71.08
190,2026-02-24,232.61
190,2026-01-01,73.7
190,2025-11-17,503.99
190,2025-08-16,279.62
191,2026-06-15,394.91
191,2026-03-31,259.22
191,2025-10-12,190.62
192,2026-02-08,116.95
192,2025-12-01,153.86
192,2025-09-28,615.24
192,2025-09-05,125.61
192,2025-04-13,186.97
193,2026-04-08,607.69
193,2025-07-30,300.12
193,2025-07-06,323.17
194,2026-05-01,708.19
194,2026-04-22,334.48
194,2026-04-15,400.22
194,2026-04-07,220.26
194,2026-03-27,467.47
194,2026-02-19,730.29
194,2026-02-08,273.43
194,2025-12-03,560.29
194,2025-10-19,256.64
194,2025-10-13,838.87
194,2025-10-03,409.05
194,2025-04-10,233.9
195,2026-05-23,334.62
195,2026-02-25,87.42
195,2026-02-05,121.06
195,2024-11-10,384.43
196,2026-04-16,300.22
196,2026-04-15,211.32
196,2026-03-01,79.52
197,2025-10-26,263.06
197,2025-10-17,88.29
198,2026-06-04,70.31
198,2026-03-01,150.71
198,2026-02-20,300.45
198,2026-01-26,162.14
198,2025-12-26,236.29
199,2025-09-01,172.6
199,2025-08-25,228.65
199,2025-08-23,244.84
199,2025-08-16,234.31
199,2025-07-24,236.5
200,2026-01-11,90.58
200,2025-03-21,154.85
200,2025-01-10,155.98
200,2024-11-23,511.07
200,2024-10-29,245.93
